	3rd-party-talk	Acknowledge (Backchannel)	Action-directive	Agree/Accept	Apology	Appreciation	Collaborative Completion	Conventional-closing	Conventional-opening	Declarative Yes-No-Question	Downplayer	Hold Before Answer/Agreement	No Answers	Offers, Options, Commits	Open-Question	Or-Clause	Other	Quotation	Reject	Repeat-phrase	Rhetorical-Question	Signal-non-understanding	Statement-non-opinion	Statement-opinion	Summarize/Reformulate	Thanking	Uninterpretable	Wh-Question	Yes-No-Question
Rhetorical-Question|Yes-No-Question	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025381	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000
Statement-non-opinion|Action-directive	0.000000	0.000000	0.055415	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012690	0.000000	0.163706	0.005076	0.000000	0.000000	0.000000	0.016074	0.050338
Statement-non-opinion|Declarative Yes-No-Question	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152
Statement-non-opinion|Downplayer	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000
Statement-non-opinion|Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040609	0.005076	0.000000	0.000000	0.000000	0.025381	0.005076
Statement-non-opinion|Quotation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011844	0.000000	0.000000	0.001692	0.000000	0.043993	0.005076	0.000000	0.000000	0.002538	0.010152	0.026227
Statement-non-opinion|Repeat-phrase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.020305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Statement-non-opinion|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.001692	0.000000	0.000000	0.001692	0.000000	0.150592	0.000000	0.000000	0.000000	0.000000	0.021151	0.010152
Statement-non-opinion|Statement-non-opinion	0.000000	0.011210	0.048079	0.000000	0.000000	0.000000	0.001523	0.006561	0.000000	0.000884	0.004410	0.001692	0.000000	0.000000	0.018026	0.000000	0.000920	0.006897	0.000000	0.000094	0.026372	0.000000	0.408598	0.003842	0.005076	0.000000	0.000000	0.139281	0.118566
Statement-non-opinion|Statement-opinion	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025381	0.000000	0.000000	0.000000	0.000000	0.002538	0.002538
Statement-non-opinion|Wh-Question	0.000000	0.000000	0.046531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.002538	0.006768	0.000000	0.001269	0.002538	0.000000	0.000000	0.011421	0.000000	0.000000	0.041032	0.000000	0.316836	0.000000	0.005076	0.000000	0.006768	0.108291	0.077834
Statement-non-opinion|Yes-No-Question	0.000000	0.000000	0.030964	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.005076	0.007614	0.000000	0.000000	0.000000	0.001692	0.000000	0.000000	0.000000	0.000000	0.000000	0.012690	0.000000	0.284179	0.000508	0.000000	0.000000	0.000000	0.071912	0.118359
Statement-opinion|Statement-non-opinion	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030457	0.010152	0.000000	0.000000	0.000000	0.015228	0.007614
Statement-opinion|Yes-No-Question	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228
Uninterpretable|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.000000	0.025381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Action-directive	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045685	0.000000	0.000000	0.000000	0.000000	0.005076	0.010152
Wh-Question|Quotation	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228
Wh-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.062606	0.000000	0.000000	0.000000	0.000000	0.001692	0.005076
Wh-Question|Statement-non-opinion	0.000000	0.000000	0.011168	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.009306	0.000000	0.000000	0.005076	0.000000	0.010152	0.000000	0.000000	0.009306	0.000000	0.009306	0.019036	0.000000	0.270135	0.000000	0.000000	0.000000	0.002538	0.067682	0.096447
Wh-Question|Uninterpretable	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.005076	0.000000	0.022843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Wh-Question	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001269	0.000000	0.000000	0.000000	0.007614	0.000000	0.000000	0.002538	0.000000	0.000000	0.019036	0.000000	0.118443	0.000000	0.000000	0.000000	0.012690	0.040186	0.016497
Wh-Question|Yes-No-Question	0.000000	0.000000	0.007614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228	0.000000	0.079949	0.005076	0.000000	0.000000	0.000000	0.038917	0.010575
Yes-No-Question|Action-directive	0.000000	0.000000	0.007614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.000000	0.039763	0.006768	0.000000	0.000000	0.000000	0.005076	0.027073
Yes-No-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.015228	0.000000	0.000000	0.000000	0.000000	0.000000	0.010152
Yes-No-Question|Statement-non-opinion	0.000000	0.000000	0.067297	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008460	0.000000	0.005076	0.003846	0.000000	0.002538	0.020720	0.000000	0.239402	0.001692	0.000000	0.000000	0.000461	0.053723	0.066328
Yes-No-Question|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065144	0.000000	0.000000	0.000000	0.000000	0.030034	0.041878
Yes-No-Question|Yes-No-Question	0.000000	0.000000	0.018613	0.000000	0.000000	0.000000	0.007614	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015228	0.001692	0.005076	0.010152	0.000000	0.000000	0.006768	0.000000	0.079345	0.000000	0.000000	0.000000	0.000000	0.021030	0.022299
