	3rd-party-talk	Acknowledge (Backchannel)	Action-directive	Agree/Accept	Apology	Appreciation	Collaborative Completion	Conventional-closing	Conventional-opening	Declarative Yes-No-Question	Downplayer	Hold Before Answer/Agreement	No Answers	Offers, Options, Commits	Open-Question	Or-Clause	Other	Quotation	Reject	Repeat-phrase	Rhetorical-Question	Signal-non-understanding	Statement-non-opinion	Statement-opinion	Summarize/Reformulate	Thanking	Uninterpretable	Wh-Question	Yes-No-Question
Quotation|Quotation	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020942	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Quotation|Statement-non-opinion	0.000000	0.000000	0.013089	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013089	0.000000	0.000000	0.015707	0.000000	0.154450	0.005236	0.000000	0.000000	0.000000	0.010471	0.044503
Quotation|Wh-Question	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047120	0.000000	0.000000	0.000000	0.000000	0.010471	0.010471
Quotation|Yes-No-Question	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.010471	0.000000	0.000000	0.000000	0.000000	0.010471
Repeat-phrase|Statement-non-opinion	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.002618	0.000000	0.000000	0.060209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Rhetorical-Question|Quotation	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.015707	0.000000	0.000000	0.000000	0.000000	0.010471	0.000000
Rhetorical-Question|Rhetorical-Question	0.000000	0.000000	0.010471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004363	0.000000	0.046248	0.000000	0.000000	0.000000	0.000000	0.012216	0.000000
Rhetorical-Question|Statement-non-opinion	0.000000	0.000000	0.042757	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.001745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001745	0.000000	0.000000	0.002618	0.000000	0.253054	0.001745	0.000000	0.000000	0.001745	0.020070	0.014834
Rhetorical-Question|Wh-Question	0.000000	0.000000	0.020942	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013089	0.000000	0.000000	0.000000	0.000000	0.000000	0.002618	0.000000	0.020942	0.000000	0.000000	0.000000	0.000000	0.005236	0.015707
Statement-non-opinion|Action-directive	0.000000	0.002618	0.093281	0.000000	0.000000	0.000000	0.001309	0.000000	0.000000	0.002618	0.000000	0.000000	0.000000	0.000000	0.001309	0.000000	0.006108	0.035079	0.000000	0.009599	0.019634	0.000000	0.320593	0.001745	0.000000	0.000000	0.003054	0.035777	0.017016
Statement-non-opinion|Collaborative Completion	0.000000	0.000000	0.049738	0.000000	0.000000	0.005236	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.120419	0.000000	0.000000	0.000000	0.000000	0.018325	0.000000
Statement-non-opinion|Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007853	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007853	0.000000	0.000000	0.000000	0.010471	0.000000	0.005236
Statement-non-opinion|Quotation	0.000000	0.000000	0.056719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002356	0.000000	0.000000	0.005236	0.000000	0.135515	0.000000	0.000000	0.000000	0.000000	0.035777	0.010471
Statement-non-opinion|Repeat-phrase	0.000000	0.000000	0.010471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062827	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000
Statement-non-opinion|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.010471	0.001745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012216	0.000000	0.005236	0.016143	0.000000	0.168412	0.000000	0.000000	0.000000	0.006545	0.031414	0.014834
Statement-non-opinion|Statement-non-opinion	0.000000	0.000262	0.084271	0.000000	0.000000	0.000436	0.016865	0.001809	0.000000	0.000972	0.000262	0.000142	0.000476	0.000000	0.001272	0.000000	0.000000	0.048783	0.000000	0.016721	0.029562	0.000748	0.487215	0.063720	0.002036	0.000582	0.003648	0.050444	0.064120
Statement-non-opinion|Statement-opinion	0.000000	0.000000	0.052356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.150087	0.005236	0.000000	0.000000	0.000000	0.017452	0.000000
Statement-non-opinion|Uninterpretable	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.015707	0.000000	0.000000	0.028796	0.000000	0.000000	0.000000	0.002618	0.000000	0.010471
Statement-non-opinion|Wh-Question	0.000000	0.000000	0.002356	0.000000	0.000000	0.000000	0.003927	0.000000	0.000000	0.002356	0.004363	0.000000	0.002618	0.000000	0.000000	0.000000	0.010471	0.011955	0.000000	0.000000	0.004974	0.000000	0.197993	0.014136	0.000000	0.000000	0.002618	0.046771	0.030541
Statement-non-opinion|Yes-No-Question	0.000000	0.000000	0.008601	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.006981	0.000000	0.000000	0.000000	0.000000	0.001745	0.000000	0.000000	0.019073	0.000000	0.000000	0.018325	0.000000	0.219085	0.036088	0.000000	0.000000	0.000000	0.032723	0.050050
Statement-opinion|Action-directive	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010471	0.000000	0.000000	0.000000	0.000000	0.047120	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236
Statement-opinion|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010471	0.000000	0.000000	0.023560	0.000000	0.154450	0.002618	0.000000	0.000000	0.000000	0.018325	0.036649
Statement-opinion|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.033159	0.001745	0.000000	0.000000	0.000000	0.001745	0.005236
Uninterpretable|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002618	0.000000	0.000000	0.000000	0.000000	0.001745	0.000000	0.000000	0.030541	0.000000	0.000000	0.000000	0.001745	0.010471	0.005236
Wh-Question|Action-directive	0.000000	0.000000	0.010471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Quotation	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002618	0.000000	0.000000	0.010471	0.000000	0.007853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Statement-non-opinion	0.000000	0.002618	0.094241	0.000000	0.000000	0.000000	0.007155	0.000000	0.000000	0.001745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001745	0.016579	0.000000	0.000000	0.008901	0.000000	0.184642	0.002618	0.000000	0.000000	0.003490	0.021815	0.015707
Wh-Question|Statement-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.031414	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236
Wh-Question|Wh-Question	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017016	0.000000	0.000000	0.005236	0.000000	0.050960	0.006545	0.000000	0.000000	0.001745	0.021902	0.004799
Wh-Question|Yes-No-Question	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013089	0.000000	0.002618	0.002618	0.000000	0.052356	0.000000	0.000000	0.000000	0.000000	0.013089	0.005236
Yes-No-Question|Action-directive	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018325	0.002618	0.000000	0.000000	0.000000	0.010471	0.005236
Yes-No-Question|Quotation	0.000000	0.000000	0.015707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002618	0.000000	0.000000	0.000000	0.000000	0.020942	0.000000	0.000000	0.000000	0.000000	0.007853	0.010471
Yes-No-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.031414	0.005236	0.000000	0.000000	0.000000	0.000000	0.000000
Yes-No-Question|Statement-non-opinion	0.000000	0.000000	0.032162	0.000000	0.000000	0.000000	0.010471	0.000000	0.000000	0.001309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036649	0.000000	0.000000	0.000000	0.000000	0.216829	0.001309	0.000000	0.000000	0.005236	0.015707	0.036350
Yes-No-Question|Statement-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052356	0.005236	0.000000	0.000000	0.000000	0.010471	0.000000
Yes-No-Question|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005236	0.000000	0.000000	0.000000	0.000000	0.054974	0.000000	0.000000	0.000000	0.005236	0.007853	0.010471
Yes-No-Question|Yes-No-Question	0.000000	0.000000	0.000748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000748	0.000000	0.000000	0.005236	0.000000	0.063351	0.005236	0.000000	0.000000	0.000000	0.005236	0.013687
