	3rd-party-talk	Acknowledge (Backchannel)	Action-directive	Agree/Accept	Apology	Appreciation	Collaborative Completion	Conventional-closing	Conventional-opening	Declarative Yes-No-Question	Downplayer	Hold Before Answer/Agreement	No Answers	Offers, Options, Commits	Open-Question	Or-Clause	Other	Quotation	Reject	Repeat-phrase	Rhetorical-Question	Signal-non-understanding	Statement-non-opinion	Statement-opinion	Summarize/Reformulate	Thanking	Uninterpretable	Wh-Question	Yes-No-Question
Statement-non-opinion|Summarize/Reformulate	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Statement-non-opinion|Uninterpretable	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.059783	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000
Statement-non-opinion|Wh-Question	0.000000	0.000000	0.053313	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016175	0.001812	0.000000	0.000000	0.000000	0.000000	0.000000	0.010870	0.000000	0.000000	0.011322	0.000000	0.207039	0.001812	0.000000	0.000000	0.000000	0.030991	0.030797
Statement-non-opinion|Yes-No-Question	0.000000	0.000000	0.027174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.016304	0.005435	0.000000	0.002717	0.025815	0.008152	0.177808	0.004076	0.002717	0.000000	0.001359	0.028261	0.026268
Statement-opinion|Action-directive	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010870	0.005435	0.000000	0.000000	0.000000	0.005435	0.000000
Statement-opinion|Statement-non-opinion	0.000000	0.000000	0.063406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010870	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.073370	0.004529	0.000000	0.000000	0.000000	0.021739	0.000000
Statement-opinion|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038043	0.000000	0.000000	0.000000	0.000000	0.010870	0.000000
Summarize/Reformulate|Statement-non-opinion	0.000000	0.000000	0.010870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.032609	0.005435	0.000000	0.000000	0.000000	0.005435	0.000000
Uninterpretable|Statement-non-opinion	0.000000	0.000000	0.016304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048913	0.000000	0.000000	0.000000	0.000000	0.005435	0.016304
Wh-Question|Action-directive	0.000000	0.000000	0.029891	0.000000	0.000000	0.000000	0.000000	0.000000	0.002717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002717	0.000000	0.000000	0.008152	0.000000	0.038043	0.000000	0.000000	0.000000	0.000000	0.027174	0.010870
Wh-Question|Downplayer	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.016304	0.000000	0.016304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.027174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Wh-Question|Statement-non-opinion	0.000000	0.000000	0.043478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001812	0.000000	0.000000	0.000000	0.005435	0.000000	0.000000	0.010870	0.000000	0.000000	0.014040	0.000000	0.259511	0.019928	0.001812	0.000000	0.006341	0.022645	0.005435
Wh-Question|Wh-Question	0.000000	0.000000	0.006114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049139	0.000000	0.000000	0.000000	0.000000	0.011775	0.014493
Wh-Question|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054348	0.000000	0.000000	0.000000	0.000000	0.001812	0.019928
Yes-No-Question|Action-directive	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.038043	0.000000	0.000000	0.000000	0.005435	0.000000	0.005435
Yes-No-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027174	0.005435	0.005435	0.000000	0.000000	0.005435	0.000000
Yes-No-Question|Statement-non-opinion	0.000000	0.000000	0.018116	0.001359	0.000000	0.000000	0.001087	0.000000	0.000000	0.000000	0.008152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008152	0.000000	0.002717	0.024758	0.000000	0.201781	0.006793	0.000000	0.000000	0.000000	0.014644	0.022222
Yes-No-Question|Wh-Question	0.000000	0.000000	0.018116	0.000000	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028986	0.000000	0.000000	0.000000	0.000000	0.015399	0.013587
Yes-No-Question|Yes-No-Question	0.000000	0.000000	0.014946	0.005435	0.000000	0.000000	0.001359	0.000000	0.000000	0.005435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040761	0.001359	0.002717	0.000000	0.000000	0.008152	0.006793
